model,split,flows,unknown,temperature,n_known,n_unknown,accuracy,macro_f1,auroc_msp,fpr95_msp,oscr_msp,auroc_energy,fpr95_energy,oscr_energy,ece,nll,brier,aurc,ece_ts,nll_ts,rho,seed,setting
student_both_direct,val,ge5,all,1.0633494395776124,191366,52270,0.9494372041010419,0.924012982658171,0.8700794942900232,0.6871245456284676,0.8545743463513887,0.8522706190466667,0.6997895542376124,0.8310631765951388,0.0029843299854476384,0.17610545456409454,0.07200368418224783,0.0030605211469223728,0.005232036597100494,0.17560917139053345,0.0,0,both
student_both_direct,val,ge5,near,1.0633494395776124,191366,10483,0.9494372041010419,0.924012982658171,0.8609357227879758,0.6568730325288562,0.8441291075657931,0.779120818839046,0.721167604693313,0.7607875992078356,0.0029843299854476384,0.17610545456409454,0.07200368418224783,0.0030605211469223728,0.005232036597100494,0.17560917139053345,0.0,0,both
student_both_direct,val,ge5,far,1.0633494395776124,191366,41787,0.9494372041010419,0.924012982658171,0.872373369338626,0.6947136669299064,0.8571947172368172,0.8706215261607568,0.694426496278747,0.8486930346311572,0.0029843299854476384,0.17610545456409454,0.07200368418224783,0.0030605211469223728,0.005232036597100494,0.17560917139053345,0.0,0,both
student_both_kd,val,all,all,1.7086659560313062,200000,53779,0.92672,0.8923920612379674,0.841151013313747,0.7590695252793841,0.8180325101805539,0.800731949180907,0.7265103479053162,0.7736111696944904,0.03648186099894346,0.32070469856262207,0.11098236740865462,0.006011565579034571,0.005792486099116494,0.25956830382347107,0.0,0,both
student_both_kd,val,all,near,1.7086659560313062,200000,10959,0.92672,0.8923920612379674,0.8331109202481979,0.7501596861027466,0.8096766748790949,0.7793997946892964,0.7647595583538644,0.7544732078656812,0.03648186099894346,0.32070469856262207,0.11098236740865462,0.006011565579034571,0.005792486099116494,0.25956830382347107,0.0,0,both
student_both_kd,val,all,far,1.7086659560313062,200000,42820,0.92672,0.8923920612379674,0.8432087288650164,0.7613498365249883,0.8201710342129845,0.806191526039234,0.7167211583372256,0.7785091828584775,0.03648186099894346,0.32070469856262207,0.11098236740865462,0.006011565579034571,0.005792486099116494,0.25956830382347107,0.0,0,both
student_both_kd,val,ge5,all,1.7086659560313062,191366,52270,0.9383589561364087,0.9048853460011969,0.8530954331292295,0.7215993877941458,0.833500519412716,0.8136383134370303,0.6776927491869141,0.7892997108554928,0.030838306293569116,0.2651636004447937,0.09360355969335235,0.00452826668020796,0.0053445863272964834,0.21434283256530762,0.0,0,both
student_both_kd,val,ge5,near,1.7086659560313062,191366,10483,0.9383589561364087,0.9048853460011969,0.842017413440008,0.7236478107412,0.8225625009889262,0.7911096521723067,0.7302298960221311,0.7688100093594117,0.030838306293569116,0.2651636004447937,0.09360355969335235,0.00452826668020796,0.0053445863272964834,0.21434283256530762,0.0,0,both
student_both_kd,val,ge5,far,1.7086659560313062,191366,41787,0.9383589561364087,0.9048853460011969,0.855874548174629,0.7210855050613827,0.8362445126914052,0.8192900222469017,0.6645128867829708,0.7944399109364609,0.030838306293569116,0.2651636004447937,0.09360355969335235,0.00452826668020796,0.0053445863272964834,0.21434283256530762,0.0,0,both
student_teacheronly_kd,val,all,all,1.7080024120879396,200000,53779,0.9273,0.8935568705951829,0.8373498191673331,0.7605013109206196,0.8140216542702543,0.8044498952193235,0.7329068967440823,0.7773137082318378,0.03639141177643088,0.31934911012649536,0.11078409329696748,0.0059314465609659256,0.006270905337035665,0.2582201659679413,0.0,0,teacher_only
